id|num_llamad_ent|num_llamad_sal|mb_datos|seg_llamad_ent|seg_llamad_sal
9427|221|55|11966|13988|7
9428|136|94|11414|17863|11871
9429|1|41|8902|7771|10478
9430|89|91|19891|12352|5714
9431|84|66|24625|5600|12716
9433|122|83|24673|10934|3084
9434|181|34|6816|1868|321
9435|85|74|2386|11476|18652
9436|137|78|1386|6398|14189
9437|55|27|24839|11719|3407
9438|168|61|5262|3974|13028
9439|13|91|3199|4701|10024
9440|176|85|2098|8835|3353
9441|112|0|4077|18761|0
9442|214|6|24043|9292|540
9443|217|48|2777|12945|4225
9445|189|32|14021|3590|18583
9446|10|94|23902|9948|284
9447|115|6|17397|10451|2264
9448|120|90|835|8690|15865
9449|69|69|10699|12022|19663
9450|29|27|1156|1919|7616
9451|12|69|3545|1085|6956
9452|148|71|14935|4526|8917
9454|77|28|11817|10701|15739
9455|224|65|9552|10659|12655
9456|107|41|21725|7489|8114
9457|109|46|21244|12249|12271
9458|237|24|23423|15919|2489
9459|101|94|16799|17314|398
9460|121|72|15465|4530|2957
9461|37|100|12596|10709|12815
9462|245|15|4165|17449|6741
9463|63|67|15396|6183|14871
9464|42|92|20667|2974|17873
9466|90|8|3912|2140|12495
9469|8|67|24227|4954|14187
9470|140|68|10767|16515|17808
9471|92|93|13252|19508|2662
9472|182|44|2264|6791|409
9473|222|39|23549|632|15600
9474|204|71|24527|15164|19266
9475|234|24|10601|6344|19652
9476|148|15|23481|1581|15147
9477|73|10|6211|7602|12886
9478|121|4|7553|7692|2536
9479|224|37|11185|1781|4359
9480|126|36|16206|19547|888
9481|235|89|15327|6432|15826
9482|157|91|11098|11507|10682
9483|161|68|1238|18829|7635
9484|6|81|12168|10868|13867
9485|246|3|20204|10098|6072
9486|181|59|1868|13968|18466
9487|27|64|24519|19376|11155
9488|197|55|11423|2541|7246
9489|201|47|20366|16373|11607
9490|229|84|17315|7824|17309
9491|49|58|7843|2864|2090
9492|41|14|9735|4046|16273
9493|224|56|16650|18307|17801
9495|55|4|2642|17573|9918
9497|86|55|19479|18024|9403
9498|200|89|19450|19297|12869
9499|42|84|7943|13939|18939
9500|80|36|16809|3467|10148
9501|31|21|3376|8615|8947
9502|246|86|17129|5067|397
9503|7|16|22288|3138|17197
9504|15|63|21909|19786|15101
9505|119|59|7361|14941|18292
9506|175|59|1839|11375|12593
9507|129|39|908|19009|6695
9508|198|39|21807|17187|14463
9509|164|50|15173|15603|17087
9510|241|54|16909|3364|2100
9511|17|41|2711|11034|6059
9512|119|11|4811|6486|19410
9514|52|96|4088|13797|17443
9515|220|56|13867|11855|11466
9516|177|1|14152|778|3292
9517|170|81|18432|12547|7787
9518|27|62|8986|2820|11794
9519|51|81|19001|4763|9557
9520|222|4|18412|10150|11420
9521|44|21|10138|19920|234
9522|108|15|18213|614|15706
9523|120|3|17031|13073|4881
9524|206|15|14897|13874|10656
9525|230|96|12668|4937|12963
9526|231|43|12232|19285|19969
9527|241|34|15193|2573|13760
9528|1|6|7263|17679|6864
9529|39|51|3099|15493|4709
9530|201|49|4510|13520|2896
9531|83|27|16664|13634|8008
9532|76|1|9319|80|877
9533|50|43|12556|6897|221
9534|159|15|23936|13875|19377
9535|66|41|6605|17503|8214
9536|29|86|24013|15721|14105
9538|229|31|7114|580|10599
9539|78|58|19661|5226|17666
9540|80|99|15278|7087|14319
9541|206|7|7552|14174|10630
9542|162|56|20729|6780|10229
9543|241|89|9352|18215|15202
9544|132|38|9720|18408|13019
9546|156|47|5131|15108|11445
9547|126|22|9707|10112|18127
9548|5|84|1213|1247|15024
9549|61|27|22939|2426|10659
9550|67|27|16421|11392|4616
9551|115|92|20048|17116|5218
9552|143|55|21132|1216|3870
9554|178|96|7858|10205|16930
9555|211|54|24489|10991|5517
9556|249|27|4459|6805|16785
9557|220|79|4490|10833|15158
9558|109|62|23441|2592|14074
9560|159|46|13984|9053|12335
9561|72|59|22360|8464|2982
9562|101|29|24770|16451|4420
9563|16|98|24246|12291|13577
9564|48|49|11766|18325|19928
9565|180|95|21014|17722|8874
9566|138|8|2393|190|19290
9567|171|81|13661|14479|19762
9568|150|92|24755|4488|18685
9569|122|79|18437|2731|19031
9570|87|16|8082|18877|14904
9572|120|93|16781|12364|5158
9573|75|15|10153|11550|2344
9574|27|66|16384|2536|11324
9575|19|75|24857|10764|15977
9576|151|53|18117|988|517
9577|168|26|8386|9628|13714
9578|85|28|22685|19104|18472
9579|78|59|6063|6204|18199
9580|130|15|19501|9618|14070
9581|77|0|19729|2302|0
9582|240|26|17339|16677|3023
9583|53|43|24863|2618|19086
9584|213|24|19432|351|17342
9585|219|90|12609|10442|14495
9586|151|37|8820|17758|8725
9587|170|29|20626|19485|19191
9588|12|16|20863|10579|9302
9589|30|20|20923|1874|12907
9590|241|80|2166|11053|13663
9591|170|12|23719|8865|19718
9592|29|96|19822|15475|15251
9593|56|53|9941|12096|15511
9594|139|57|679|2642|723
9595|163|68|13013|1933|19007
9596|66|9|24419|14635|16941
9597|6|56|21442|1892|17456
9598|104|100|149|9851|5243
9599|10|42|14179|18529|2083
9600|202|46|20804|7715|10612
9601|90|30|11525|14546|6619
9602|171|14|22508|13598|13116
9603|173|23|3971|7929|14833
9604|185|16|13974|11321|7183
9605|114|53|5893|19476|1371
9606|120|5|7591|10061|8089
9607|168|23|7541|2093|18474
9608|108|68|11895|9281|9946
9609|153|99|41|10683|19483
9610|25|61|4487|15892|10322
9611|158|31|20933|3832|18566
9612|192|92|23932|9059|592
9613|17|70|6945|15707|15090
9614|109|78|12445|13340|9546
9615|8|92|16166|1209|6543
9616|159|100|2722|3534|2236
9617|230|81|6539|6355|19379
9618|20|88|9693|4900|15240
9619|87|95|4251|11254|6387
9620|222|85|21216|6268|4200
9621|58|7|21134|13565|15327
9622|125|86|8686|18141|13749
9623|186|44|12803|2992|17212
9624|31|97|12393|13040|255
9625|78|15|14717|9639|13203
9626|173|63|6694|15206|13284
9627|245|23|18405|14776|5478
9628|32|57|22618|9008|6369
9629|2|18|17859|9108|4991
9630|176|60|14072|13322|17205
9631|176|46|10776|9088|7868
9632|99|36|18960|5481|19717
9633|29|83|6849|19249|5431
9634|85|29|10754|10999|19633
9635|67|28|9412|2032|4424
9636|1|27|14681|19021|7002
9637|66|13|15766|4669|3971
9638|93|30|15261|9027|10582
9639|106|53|4583|53|12203
9640|142|61|6056|15271|19842
9641|29|96|19775|15837|3417
9642|107|53|13940|8441|13136
9643|159|41|22545|6822|9119
9644|174|31|12718|13848|11219
9645|195|65|2397|4318|2442
9646|134|44|991|13449|12442
9647|57|40|2826|16689|13614
9648|216|51|9621|7736|11
9649|226|99|3276|14811|8703
9650|156|59|17289|8758|11019
9651|82|21|7167|19242|3973
9652|163|30|4720|15148|16802
9653|183|67|7610|4503|7192
9654|140|87|18599|7976|15871
9655|236|99|7672|19146|11042
9656|224|69|17601|11008|210
9657|238|50|12921|5393|1389
9658|33|46|17182|1780|18024
9659|242|12|20057|11930|7078
9660|226|43|4910|5211|17623
9661|221|12|4475|11160|18934
9662|175|97|14144|14714|14001
9663|137|21|20455|7872|11517
9664|212|89|14395|761|12685
9665|124|82|9319|1368|8837
9666|25|86|7906|9733|7805
9667|67|10|22905|8705|15504
9668|171|91|18562|8903|3383
9669|9|15|14083|2378|1154
9670|63|58|16202|3007|11398
9671|90|100|9615|7129|15418
9672|156|52|14567|609|1251
9673|216|40|16914|12318|6821
9674|62|77|22271|13434|15000
9675|160|25|17942|7162|8383
9676|15|66|4670|13918|7890
9677|165|39|8638|3771|631
9678|99|19|15003|6525|14252
9679|10|7|8574|14460|11203
9680|154|45|5111|19585|15592
9682|47|69|23256|2893|339
9683|197|51|3481|8666|10181
9684|229|79|8734|18013|4029
9685|131|74|1777|3627|12506
9686|190|32|22214|7874|5309
9687|207|41|22865|5090|14633
9688|169|2|14927|13427|18043
9689|242|62|9834|9797|15138
9690|201|78|6386|15247|15033
9692|177|18|19531|6520|5515
9693|199|74|9917|9869|13903
9694|170|32|9714|7090|16183
9695|73|100|22928|3382|1971
9696|178|29|3385|16886|17661
9697|169|68|21533|9421|5288
9698|243|25|10398|14394|7653
9699|99|77|14132|12243|1269
9700|187|7|22853|17853|17716
9701|184|73|10809|16794|13003
9702|21|89|23114|11122|5969
9703|61|32|387|1504|2615
9704|210|66|5868|7355|2244
9705|33|79|22561|8689|4621
9706|212|54|23267|6921|3350
9707|142|79|981|4600|1420
9709|161|65|16979|6755|18050
9710|205|17|21372|10499|18742
9711|181|91|21929|4088|1577
9712|81|32|23366|16552|11119
9713|40|91|16031|19096|15687
9714|103|64|17813|9738|16093
9715|236|0|14107|10341|0
9716|104|29|333|16338|18676
9717|134|91|18767|12545|6321
9718|161|31|9247|5393|8159
9719|97|82|2576|2710|9212
9720|131|22|44|5721|5516
9721|107|50|7104|7111|1577
9722|209|6|23690|19899|6977
9723|27|48|4850|5821|12850
9725|217|32|8211|15551|19047
9726|40|59|12715|5892|11841
9727|128|37|6489|9019|9221
9728|167|84|17214|12759|9858
9729|69|21|23030|19701|7193
9730|58|57|15580|6208|6663
9731|192|3|6387|10782|894
9732|220|17|11337|18992|10269
9733|75|15|22434|9523|18373
9734|66|96|1588|11642|19269
9735|7|32|1273|15328|13578
9736|80|81|19125|14043|14185
9737|192|32|24295|8268|14023
9738|214|28|20975|10515|17379
9739|234|49|14491|4205|5036
9740|179|24|15817|6059|18347
9741|234|75|32|3063|189
9742|74|6|5063|1066|15084
9743|85|70|6287|17969|18961
9744|227|56|3974|14475|2676
9745|185|89|19183|2748|9789
9746|154|75|1483|17844|3423
9747|190|49|2551|4068|17560
9748|26|95|14921|2703|7684
9749|219|54|14934|3413|6030
9750|75|19|23465|15598|1903
9751|164|91|13395|17402|2266
9752|142|76|12713|15654|834
9753|147|55|11547|6355|12380
9754|153|63|23324|16501|10743
9755|198|60|17623|2031|17217
9756|12|22|22961|14312|16626
9757|158|40|7081|8691|13020
9758|228|51|17366|19597|4935
9759|167|53|11062|2565|8835
9760|22|46|8874|5833|1928
9761|211|93|23225|16028|4095
9762|20|67|15005|16381|2055
9763|79|34|1302|15156|5431
9764|39|3|9755|5694|16046
9765|138|20|21664|13158|1455
9766|13|62|3345|1624|7497
9767|214|9|15876|14119|2208
9768|202|99|20057|2198|6936
9769|144|44|7428|17514|8285
9770|185|31|23369|17390|19677
9771|244|64|20248|7159|4527
9772|193|51|14912|4863|19627
9773|11|100|10026|11734|10706
9774|196|62|2531|1177|19683
9775|137|24|8144|8409|19062
9776|53|67|20612|15504|4842
9777|95|66|2124|9059|4495
9778|123|23|22527|9446|9279
9779|135|30|8485|11531|5959
9780|238|18|24803|46|920
9781|18|85|11600|5442|2377
9782|25|86|19689|19978|1291
9783|222|37|8542|13764|2319
9784|184|93|17156|6682|3711
9785|53|98|21107|1627|2851
9786|86|70|7418|7060|7854
9787|46|4|21613|16734|9910
9788|210|54|1597|281|1436
9789|70|52|6304|12867|2564
9790|229|56|17608|6885|9819
9791|233|27|16681|18623|16595
9792|158|6|11788|6657|4697
9793|123|95|22426|18052|8873
9794|40|33|4884|4141|14462
9795|6|35|24740|10935|3446
9796|85|59|2063|10570|6526
9797|163|10|21967|18577|8979
9798|4|85|13290|12459|18673
9799|108|34|2|18033|3088
9800|92|69|9631|4328|17175
9801|230|21|16805|8900|311
9802|112|88|20936|18051|2760
9803|205|91|22284|7416|7343
9804|161|3|12736|5395|9984
9805|86|83|1245|9026|5445
9806|195|37|12402|10562|13862
9807|164|64|18205|15174|17837
9808|155|64|11187|14663|19828
9809|167|42|107|14214|5951
9810|90|46|12779|17533|9658
9811|27|11|19949|13072|5670
9812|126|55|2413|14017|8646
9813|215|64|8832|13128|7636
9814|103|0|20061|3375|0
9815|225|77|8185|19479|490
9817|1|44|6276|1290|15196
9818|91|10|705|4708|1013
9819|62|41|24500|12679|17328
9820|118|85|7639|15788|16892
9821|20|65|18260|11627|7751
9822|48|25|21094|14007|5028
9823|232|46|15454|5578|19529
9824|249|84|22472|12759|19769
9825|15|76|20681|19484|19473
9826|80|67|9515|19693|7090
9827|136|83|5988|16126|16557
9828|152|67|16492|17304|16993
9829|20|61|12348|1891|1771
9830|127|41|12493|4614|18413
9831|222|68|10871|9032|16154
9832|201|86|20743|19371|1572
9833|72|76|22906|295|11936
9834|52|23|3751|9983|6058
9835|21|70|11208|6742|2022
9836|210|11|17817|3711|16241
9837|159|93|8478|13045|17269
9838|186|67|18769|6034|4426
9839|240|32|961|7884|13708
9840|31|85|22472|19359|16888
9841|245|74|7782|3893|11983
9842|21|81|21925|401|19456
9843|97|30|2815|7880|1656
9844|237|24|3429|1237|12938
9845|138|54|16728|6232|14383
9846|11|58|98|17550|6311
9848|200|99|11889|19764|19147
9849|150|4|9868|14485|4752
9850|103|76|9983|14133|1551
9851|25|32|6558|18502|8826
9852|231|14|14435|5896|10719
9853|53|20|24022|11010|12833
9854|177|34|2226|2452|8341
9855|226|85|2942|1507|4237
9856|227|23|3155|4037|19436
9857|250|15|543|7488|17718
9858|147|50|24283|15247|15225
9859|229|43|11442|18882|13409
9860|222|18|17462|13269|722
9861|31|37|7853|1285|5264
9862|6|23|18484|17104|10511
9863|17|47|14193|19229|12863
9864|226|62|14171|12037|9936
9865|102|42|24193|10|7331
9866|221|55|5709|15641|19529
9867|150|46|15435|26|778
9868|91|79|9487|7030|12304
9870|135|96|13761|17643|15900
9871|168|47|15095|9369|2165
9872|73|40|18926|6069|15949
9873|171|61|17565|12671|5075
9874|98|32|23652|823|823
9875|184|32|16607|11860|8017
9876|147|69|21079|18883|15895
9877|61|99|15146|4745|6613
9878|105|78|20033|13660|11690
9879|54|98|13790|16770|13750
9880|14|93|4675|13409|1016
9881|129|12|9908|13433|14644
9882|20|8|8621|3150|4260
9883|13|81|13553|3527|14764
9884|83|0|8446|5577|0
9885|59|46|22218|18006|14936
9886|103|7|23029|2768|16312
9887|85|52|1002|16682|19712
9888|220|26|4679|3848|19687
9889|98|45|12466|16907|11516
9890|95|80|8399|4192|12786
9891|174|2|5798|6538|10891
9892|225|61|17526|2347|1029
9893|210|60|5452|4623|5228
9894|110|21|10933|16420|11180
9895|248|87|13014|1142|3274
9896|169|93|4918|12747|17250
9897|112|97|13398|19926|14717
9899|39|81|4588|12721|4000
9900|40|12|15183|18423|13601
9901|159|14|6811|10427|1028
9902|89|96|2672|3764|16577
9903|230|87|10607|1075|2856
9904|50|58|2704|18830|2964
9905|59|86|4929|10543|4511
9906|55|27|11659|8694|2616
9907|56|43|5168|9704|12332
9908|74|10|13447|8960|2194
9909|173|25|12327|6532|6039
9910|93|6|1167|11500|3994
9911|153|37|3527|18209|2903
9912|138|36|20605|10470|8418
9913|175|39|5928|16594|931
9914|203|95|9919|7907|7622
9915|171|95|7483|2747|18225
9916|78|99|23604|68|19550
9917|185|43|21987|15523|4123
9918|152|7|16737|13553|14876
9919|129|58|5332|593|19915
9920|82|98|18666|808|9594
9921|111|54|3335|10987|5610
9922|56|20|11108|10862|13828
9923|184|94|1441|10883|16686
9924|176|22|22596|12778|10606
9925|226|42|2323|5916|10843
9926|116|87|24637|8356|14042
9927|245|50|1929|4046|15264
9928|101|38|3668|14089|16383
9929|222|22|10424|1069|15653
9930|100|48|10487|2222|15450
9931|138|91|21063|10311|17327
9932|29|61|629|4515|10269
9933|247|31|5343|7775|2573
9934|10|30|13078|149|10754
9935|198|78|8224|8616|5827
9936|192|55|8948|16151|18395
9937|101|38|10584|104|4328
9938|132|79|5158|402|18780
9939|73|27|2819|4116|8923
9940|52|45|13562|4245|1141
9941|166|98|7531|8973|16007
9942|250|63|7020|8084|10616
9943|13|41|9893|15676|16625
9944|199|55|20490|14512|8751
9945|56|29|11623|5432|6862
9946|59|65|19744|7180|5864
9947|107|38|1871|18605|6516
9948|17|52|10288|8457|15991
9949|77|67|11070|17518|12041
9950|40|12|20564|1789|17486
9951|160|50|3428|7241|7634
9952|58|48|2201|5704|15318
9953|142|84|13911|14093|143
9954|156|56|18039|18429|17494
9955|88|22|2204|393|17891
9956|103|94|17851|3677|13804
9957|107|30|15998|17396|2325
9959|142|65|11200|4372|17179
9960|158|35|2327|6327|4750
9961|20|88|8657|12057|5430
9962|125|26|3489|9335|11551
9963|74|3|4231|284|12231
9965|232|33|10045|6295|2819
9966|36|69|1820|7103|7774
9967|37|0|121|4604|0
9968|37|21|9433|6275|18734
9970|47|56|21249|14069|5911
9971|4|48|22592|10786|10930
9972|161|85|21829|11821|2402
9973|47|76|224|3839|13616
9974|153|79|7548|134|14978
9975|210|28|10667|8145|18400
9976|11|33|12676|3116|12160
9977|141|22|1074|18146|10722
9978|210|22|15361|5247|11276
9979|157|3|669|10120|13598
9980|5|74|1196|16531|4593
9981|177|13|4251|12644|3820
9982|245|86|1594|1348|18745
9983|35|27|7319|3905|3286
9984|225|57|2092|1507|14020
9985|44|8|15321|13788|13283
9986|47|47|24147|10334|15490
9987|197|100|15432|14113|19829
9988|202|36|2718|17590|1299
9989|116|86|21376|9495|10631
9990|240|78|16469|15656|2167
9991|15|98|13233|6631|9435
9992|162|70|12883|5289|6893
9993|186|57|13770|19329|8893
9994|16|48|13649|7152|17696
9996|93|57|10988|4226|6767
9997|208|42|5341|14457|6437
9998|54|44|7896|4194|13913
9999|231|5|7237|2943|17500
10000|121|25|15514|19963|18186
10001|70|51|9190|13875|8692
10002|91|20|11045|19860|830
10003|127|64|21305|8536|9435
10004|56|78|6871|5171|6488
10005|83|21|2654|12063|2043
10006|20|56|3519|7670|992
10007|144|18|16173|15992|11872
10008|64|52|20081|559|17026
10009|124|16|265|13794|771
10010|209|68|17997|19853|970
10011|64|45|14135|15629|7601
10012|234|91|1283|1111|10999
10013|107|100|21198|9049|230
10014|219|64|22770|7370|11999
10015|174|97|16655|18151|3605
10016|5|24|11971|10483|11484
10017|178|57|10398|12062|516
10018|232|80|15713|6233|11247
10020|245|84|10499|2789|9208
10021|100|24|17329|115|671
10023|187|79|24951|10089|13994
10024|147|100|27|7501|13395
10025|94|80|23764|8725|14827
10026|119|48|21446|12128|19937
10027|89|45|20109|16375|10813
10028|143|92|19633|11242|7124
10029|113|27|15843|4458|6988
10030|97|0|1848|13908|0
10031|101|79|1444|3223|19610
10034|62|14|12062|7755|10866
10035|115|12|8363|4292|5420
10036|93|8|13181|3205|14914
10037|229|97|1586|18322|13527
10039|81|74|9403|12367|10818
10040|206|7|2902|5673|3652
10041|240|64|1117|3919|12983
10042|76|72|18453|10545|9699
10043|140|20|21426|8109|19726
10044|205|87|2263|17121|3681
10045|195|56|10144|5812|19722
10047|124|46|12900|2227|6804
10048|93|72|4406|8761|18
10049|14|41|9936|4375|11102
10050|44|48|23763|15363|3138
10051|219|46|15088|3607|16341
10052|51|4|20790|5818|4368
10053|197|77|4172|10285|3692
10054|210|47|20909|18118|1570
10055|104|47|17755|9773|1300
10056|162|69|9020|8275|14229
10057|188|13|11747|18695|18945
10058|201|86|8128|5685|15263
10060|92|39|16351|17995|16208
10061|143|36|17363|12413|11600
10062|231|50|13122|6526|6047
10063|9|93|20523|6061|10776
10064|87|55|12063|6779|3062
10065|223|17|13387|17092|3801
10066|204|57|9353|5964|2969
10067|54|9|14988|14625|13734
10068|157|65|16000|1516|9823
10069|17|59|4290|1068|1258
10070|187|67|21437|6773|18225
10071|101|70|9407|10226|15984
10073|54|100|6896|689|2526
10074|41|73|7516|5121|7781
10075|40|81|23800|5141|16278
10076|55|8|4569|15364|18571
10077|200|54|11475|18275|8746
10078|147|39|10068|7661|19588
10079|86|4|4255|16277|17615
10080|22|38|7925|14833|1906
10081|3|85|1593|5164|10215
10082|129|61|9224|4136|4348
10083|250|12|1341|15263|11673
10084|11|96|20297|8494|17967
10086|65|97|10093|873|5120
10087|57|46|17469|8115|14660
10088|0|16|21278|0|453
10089|248|95|24754|6313|216
10090|1|83|15377|6058|19865
10091|223|40|22952|8814|15301
10092|125|30|18864|19833|16432
10093|84|20|9081|16268|15024
10094|236|56|777|11143|8317
10095|53|31|12011|222|9273
10096|200|52|5805|1812|9555
10097|176|95|2407|6662|6810
10098|11|82|3834|8165|12625
10099|210|20|24651|2691|4745
10100|82|69|24670|16703|14825
10101|43|57|12547|14034|6256
10102|189|40|21027|5337|1489
10103|21|14|2980|18197|15715
10104|98|76|15151|4253|284
10105|187|91|11996|2802|8309
10106|219|51|2489|13746|19111
10107|224|66|22517|7320|13634
10108|25|71|1461|6550|4793
10109|232|29|7795|6431|7441
10110|176|42|13154|18063|13796
10112|134|67|3200|6671|3626
10113|68|83|23865|19638|19156
10114|55|40|17731|4076|2031
10115|185|59|20490|4514|19817
10116|201|97|165|6944|10441
10117|197|15|11258|7291|16335
10118|232|7|11212|5707|19697
10119|74|73|24176|10785|14883
10120|112|13|4432|14584|12891
10121|112|60|12333|18864|14024
10122|3|86|24864|7199|5872
10123|234|42|9734|19514|13600
10124|70|95|707|15896|2280
10125|221|57|16728|3357|13745
10126|221|45|17071|14441|19218
10127|22|84|659|11457|2732
10128|138|95|10320|88|7545
10129|154|68|17443|5227|2781
10130|169|46|22733|18422|13413
10131|80|25|13421|5684|10246
10132|63|84|527|10840|9282
10133|54|22|16119|9862|9762
10134|218|47|18602|14221|8417
10135|35|89|18051|2924|7370
10136|90|52|19020|9114|17946
10137|181|95|1327|12329|5884
10138|42|71|8455|15872|15200
10139|126|77|23449|11396|5604
10140|98|39|19378|13572|4680
10141|59|10|23291|12764|2447
10142|208|52|19406|55|11153
10143|191|6|4463|13586|18923
10144|88|93|15785|2052|14397
10145|83|14|13807|8329|19230
10146|114|28|16670|16300|12577
10147|163|96|11452|15472|13768
10148|179|2|24500|19823|1551
10149|57|86|8185|18150|2853
10150|209|49|14380|10862|19258
10151|40|89|1921|3362|7719
10152|79|28|10438|1536|9654
10153|178|20|21490|4956|4725
10154|29|87|1212|5170|6637
10155|156|79|790|3457|8122
10156|217|49|3198|1054|16294
10157|110|85|3080|14715|9299
10158|210|34|1637|13621|15454
10159|245|34|10709|5945|3271
10160|86|35|17161|14384|18047
10161|167|71|6498|3932|104
10162|80|61|16244|2822|319
10163|114|93|24462|10124|2030
10164|97|33|673|7741|17923
10165|144|45|24455|15548|4787
10166|129|62|16701|6083|19228
10167|68|4|733|9326|14115
10168|33|61|12573|11521|3393
10169|215|29|6790|5316|5168
10170|12|28|12516|9356|6407
10171|124|0|23127|10812|0
10172|12|11|2305|17775|17483
10173|24|81|19781|740|15739
10174|196|15|1929|6203|12100
10175|11|52|2301|2881|3666
10176|2|8|24934|12392|979
10177|7|51|20636|11590|18202
10178|164|22|12114|2101|15433
10179|154|97|9086|682|17582
10180|136|90|291|12306|8292
10181|243|43|9287|16690|14618
10182|247|46|16331|14670|1317
10183|75|86|22389|3913|16265
10184|84|96|6776|9348|10638
10185|243|80|22585|14515|13491
10186|132|36|21791|1615|13247
10187|135|93|3123|7091|4550
10188|8|97|5029|4552|16843
10189|230|75|11897|12967|11788
10190|155|13|718|9767|19612
10191|42|84|154|14159|269
10192|174|27|18715|3836|5947
10193|14|54|5021|118|4427
10194|27|11|10024|6025|4103
10195|157|35|2026|13909|12848
10196|165|2|8926|6449|8756
10197|42|44|18746|14715|19068
10198|24|7|10357|17140|4423
10199|235|76|13572|9187|8556
10200|145|16|4579|1174|1090
10201|208|91|3531|18547|4219
10202|101|36|23378|19565|6449
10203|163|74|21618|17880|18676
10204|77|90|18700|13849|18905
10205|217|30|15893|10617|12893
10206|118|78|23106|5846|12291
10207|226|42|23647|6390|1901
10208|165|42|15066|15790|5270
10209|150|96|22565|17752|5834
10210|157|91|12428|4225|13116
10211|182|28|20764|18424|4439
10212|197|29|20121|13011|5674
10213|37|66|3426|8541|14975
10214|137|35|24642|3236|8798
10215|246|65|14058|5105|1307
10216|205|19|1806|6328|3708
10217|120|44|9218|13887|15735
10218|95|81|15438|8844|19180
10219|66|65|11418|11899|4947
10220|2|86|5726|6935|17115
10221|69|36|6072|8263|11915
10222|141|3|14586|3521|11080
10223|105|93|3696|2116|18522
10224|87|61|20244|1283|18160
10225|69|70|2111|4633|1375
10226|126|62|21791|14528|7128
10227|120|2|23871|610|10984
10229|106|94|5354|4022|6127
10230|73|96|925|7995|10614
10231|29|81|9982|1501|6103
10232|177|43|2854|5496|15695
10234|58|44|9566|9309|1406
10235|85|75|20178|709|904
10236|238|51|17207|9678|7993
10237|218|67|13341|9201|7864
10238|153|22|24125|12073|12241
10239|226|80|10301|18245|12999
10240|133|84|23441|15601|4671
10241|41|68|8104|2048|8260
10242|8|15|9087|2226|9018
10243|32|84|17051|11195|13887
10244|97|64|17197|6833|10249
10245|164|41|22022|10874|9000
10246|103|67|12879|12242|15798
10247|161|33|18564|8561|11329
10248|65|18|19871|8932|15550
10249|178|46|8632|19056|2509
10250|192|0|19618|18976|0
10251|175|39|15765|2374|7026
10252|115|68|16764|8672|11435
10253|161|38|24868|268|2467
10254|85|85|20096|2706|2789
10255|165|47|8100|1533|16471
10256|72|23|6016|7141|10440
10257|125|44|805|15358|9439
10258|86|10|23782|16102|5492
10259|85|28|7543|19752|13063
10260|119|18|9720|2658|19128
10261|37|22|2352|4327|4353
10263|239|18|20368|4565|1423
10264|105|84|18737|10821|8769
10265|247|16|696|1088|5730
10266|59|20|19351|12059|2625
10267|194|71|16668|13791|10995
10268|170|50|16381|17927|19406
10269|132|45|8287|8590|16667
10270|109|37|13214|10517|19069
10271|139|51|20829|16473|6258
10272|214|91|21233|12781|255
10273|192|75|15670|12922|17803
10274|148|24|18444|11219|7012
10275|107|63|18080|14171|14786
10276|36|61|4233|6301|16957
10277|51|54|6276|2441|11859
10278|109|32|12116|5582|11815
10279|206|86|1021|6141|8982
10280|113|57|1655|18438|3874
10281|177|65|13068|8002|11687
10283|6|50|9836|11904|10023
10284|204|59|8199|17829|8440
10285|94|21|20388|8182|12760
10286|179|7|23377|11362|9746
10287|35|61|10882|3430|4697
10288|188|48|22913|10458|14215
10289|122|37|3738|405|7609
10290|130|86|1184|12790|11505
10291|120|26|24297|6692|14483
10292|195|93|18274|11106|451
10293|2|27|13443|6269|4288
10294|73|68|19444|14046|6889
10295|225|46|9019|12698|14599
10296|166|90|15326|5285|5185
10297|7|58|23964|9403|4978
10298|145|34|24405|6360|12681
10299|217|20|22337|11083|14088
10300|18|46|8430|8392|2589
10301|167|23|9362|17705|14398
10302|143|61|1|13988|8999
10303|43|9|10736|15128|16363
10304|175|57|10296|8431|13224
10306|93|37|5175|1001|15468
10307|121|27|23356|16296|10892
10308|77|63|3585|14108|5731
10309|66|21|6760|16639|9735
10311|136|6|3922|3010|19466
10312|184|37|18363|17689|14241
10313|153|36|11529|15432|11962
10314|179|60|16186|13996|2161
10315|3|89|10632|6198|11842
10316|17|66|15193|12727|13610
10317|103|66|7090|2551|11862
10318|60|72|22587|6981|572
10319|24|50|22053|12322|4882
10320|235|54|6423|3142|14048
10321|212|96|20355|19996|5282
10322|215|16|15978|882|6350
10323|12|73|14461|8344|17748
10324|152|36|8035|9493|7015
10325|43|77|7616|15175|1994
10327|178|45|2098|6390|7282
10328|109|93|21929|8067|519
10330|214|57|15850|11550|18428
10331|0|21|23935|0|10108
10332|89|86|15327|2405|17179
10333|247|92|5466|5375|487
10334|137|25|11876|7515|2321
10335|140|44|11296|7866|5947
10336|204|28|7766|4128|8350
10337|119|48|14633|9150|6998
10338|137|46|4854|10709|17462
10339|144|77|1017|14779|16404
10340|187|92|8394|8760|5163
10341|230|74|12784|832|17810
10342|223|50|3175|16739|14633
10343|117|46|24274|11459|9902
10344|111|75|1533|10173|10689
10345|84|44|11221|17062|1031
10346|195|89|10906|14105|7541
10347|60|83|1610|10813|9885
10348|58|31|12103|17968|1057
10349|190|100|222|9059|17246
10350|45|91|4835|13985|18991
10351|27|79|20181|17340|13331
