id|financiacion|imp_financ|descuentos
15915|||SI
15916|||SI
15918|||SI
15920|SI|29.583800533041266|
15931|||SI
15933|SI|25.501623833268525|SI
15934|||SI
15940|SI|21.119023872853735|
15941|||SI
15947|||SI
15948|SI|24.11552119710905|
15951|SI|17.564422630113587|
15955|||SI
15960|||SI
15965|||SI
15967|||SI
15971|||SI
15972|||SI
15973|SI|16.77421057945905|
15981|||SI
15982|||SI
15997|||SI
15998|||SI
15999|||SI
16000|||SI
16002|||SI
16003|||SI
16008|SI|19.080567353153764|
16012|||SI
16014|SI|22.20692935936952|
16015|||SI
16022|SI|23.35670313024621|
16024|||SI
16026|||SI
16031|||SI
16036|SI|34.18585973462824|
16038|SI|19.07806263365277|
16039|||SI
16042|||SI
16045|SI|8.151919666267768|
16048|||SI
16052|||SI
16058|SI|15.26706456527473|
16060|SI|6.780165326423309|SI
16063|||SI
16066|||SI
16071|||SI
16072|||SI
16079|SI|31.70511746092525|SI
16086|||SI
16090|||SI
16091|||SI
16097|||SI
16098|||SI
16100|SI|11.042676418338036|
16101|||SI
16102|||SI
16105|SI|39.12913497382896|
16106|SI|5.356083106148867|
16113|SI|17.525647453128975|
16117|||SI
16120|SI|19.699441522915706|SI
16125|SI|14.828282715529676|
16128|||SI
16129|||SI
16133|||SI
16137|||SI
16142|||SI
16144|||SI
16146|SI|22.998961608372607|
16148|SI|20.38123328410802|
16154|SI|6.349222118525272|
16156|||SI
16163|||SI
16173|||SI
16175|||SI
16176|||SI
16179|||SI
16182|SI|17.779014540626786|
16183|||SI
16185|SI|14.551609677733008|
16193|SI|12.941743455941367|
16197|||SI
16199|SI|39.033896239388454|
16202|||SI
16203|||SI
16209|SI|28.626702282397023|
16221|||SI
16227|SI|5.368356898920365|SI
16228|SI|9.109756773183424|
16230|||SI
16233|||SI
16234|||SI
16237|||SI
16241|||SI
16245|||SI
16248|||SI
16249|||SI
16255|||SI
16263|||SI
16265|||SI
16273|SI|36.05741668241573|
16275|||SI
16276|||SI
16277|||SI
16278|||SI
16288|||SI
16294|||SI
16304|||SI
16305|||SI
16306|||SI
16307|||SI
16312|||SI
16314|||SI
16319|SI|13.427501022503504|
16329|||SI
16331|||SI
16332|||SI
16335|SI|5.902460532042317|SI
16336|||SI
16345|SI|14.998095591159293|
16350|||SI
16361|SI|13.878044752595926|SI
16369|SI|6.299455868033942|
16385|||SI
16388|||SI
16389|||SI
16390|||SI
16391|SI|23.686594299497727|
16406|||SI
16409|SI|5.770011161546223|SI
16413|||SI
16414|SI|21.52927345351241|
16418|SI|19.472713311907413|SI
16423|||SI
16435|SI|9.513575743462553|
16440|||SI
16458|||SI
16464|||SI
16467|||SI
16468|||SI
16481|||SI
16484|SI|26.251957203755445|
16485|||SI
16486|||SI
16487|SI|31.31119022362132|
16490|||SI
16491|||SI
16493|||SI
16495|SI|13.906181272419925|SI
16496|||SI
16499|SI|28.55499158321167|
16503|||SI
16507|||SI
16514|||SI
16516|||SI
16517|SI|20.119727290371248|SI
16518|||SI
16523|||SI
16525|SI|17.392894369989598|
16531|||SI
16533|SI|10.536030641511207|
16536|||SI
16543|||SI
16545|||SI
16549|||SI
16550|SI|26.545844802452635|SI
16556|||SI
16558|||SI
16563|||SI
16564|||SI
16570|||SI
16577|||SI
16579|||SI
16583|SI|31.518480929176203|
16586|SI|5.753431026518376|
16588|||SI
16589|SI|35.18409301631022|
16594|||SI
16600|||SI
16602|||SI
16606|||SI
16620|||SI
16622|||SI
16628|||SI
16630|||SI
16636|||SI
16641|||SI
16647|SI|23.173378858546037|
16650|SI|29.766658380928348|
16655|||SI
16656|||SI
16658|||SI
16662|SI|14.115796709333384|
16669|SI|28.9909480478377|SI
16673|||SI
16680|||SI
16682|||SI
16688|SI|21.514279346034584|
16690|||SI
16692|SI|29.02975158248311|
16697|||SI
16698|||SI
16708|SI|26.711851860063447|
16714|||SI
16723|||SI
16731|||SI
16732|SI|39.756997327824685|
16736|||SI
16740|SI|18.879013404340288|
16748|SI|12.244294838914586|SI
16761|SI|16.803423706609053|
16764|||SI
16766|SI|22.70852544540132|SI
16776|||SI
16778|||SI
16779|SI|12.643213671267779|SI
16780|||SI
16796|||SI
16797|SI|9.051686262935316|SI
16798|SI|15.555581760347733|
16800|SI|11.363758081762418|
16803|||SI
16808|||SI
16809|SI|38.794136885531366|
16810|SI|25.60190571204955|
16811|||SI
16820|||SI
16823|||SI
16824|||SI
16829|||SI
16861|SI|35.655479548551455|
16865|SI|26.03579920272553|
16872|||SI
16876|||SI
16883|||SI
16889|||SI
16891|SI|15.826455826634842|
16895|||SI
16897|||SI
16900|||SI
16901|SI|15.599604215891668|SI
16905|||SI
16906|SI|8.558341489582403|
16911|||SI
16918|||SI
16923|||SI
16933|||SI
16935|SI|16.611188806568244|SI
16939|SI|25.606984827246556|
16941|||SI
16942|||SI
16949|||SI
16957|SI|17.61106837587884|
16972|SI|16.550444236734222|
16974|||SI
16980|||SI
16981|||SI
16983|||SI
16984|||SI
16994|||SI
16996|SI|14.838794098679776|SI
16998|||SI
17003|||SI
17005|SI|8.707151648757872|SI
17011|||SI
17017|SI|20.882086196680678|
17022|||SI
17026|||SI
17028|||SI
17032|||SI
17034|||SI
17035|SI|25.370149645768205|SI
17038|||SI
17040|||SI
17043|||SI
17044|||SI
17048|||SI
17058|||SI
17059|||SI
17063|||SI
17065|||SI
17066|||SI
17067|||SI
17069|||SI
17072|SI|18.496159521500548|
17074|||SI
17078|||SI
17079|||SI
17082|SI|37.28822001023645|
17090|||SI
17094|||SI
17096|||SI
17101|||SI
17103|||SI
17105|||SI
17107|||SI
17109|||SI
17118|||SI
17124|||SI
17126|||SI
17127|SI|37.703285283667626|SI
17129|||SI
17131|||SI
17142|||SI
17147|||SI
17148|||SI
17153|SI|8.787874214022047|
17154|SI|24.64318035238736|
17161|||SI
17163|||SI
17164|SI|29.290642772360158|
17166|||SI
17173|||SI
17176|||SI
17178|SI|35.60101805134817|SI
17185|||SI
17192|||SI
17193|SI|23.224137624468266|
17196|||SI
17202|||SI
17213|||SI
17217|SI|28.82040928802693|
17219|SI|11.16696070177305|
17226|||SI
17228|||SI
17229|SI|29.41321381675843|
17230|||SI
17240|||SI
17241|||SI
17244|||SI
17247|||SI
17249|||SI
17256|||SI
17265|||SI
17272|||SI
17279|||SI
17281|||SI
17285|||SI
17286|||SI
17288|||SI
17298|||SI
17306|||SI
17310|||SI
17312|||SI
17315|||SI
17321|||SI
17326|||SI
17330|SI|12.201470832729655|SI
17332|||SI
17336|SI|20.93685190851955|
17341|||SI
17354|||SI
17358|||SI
17360|SI|18.05775902001138|
17361|||SI
17362|||SI
17368|||SI
17374|||SI
17378|||SI
17387|SI|8.929870757670354|SI
17388|||SI
17389|||SI
17392|||SI
17397|||SI
17398|||SI
17401|||SI
17403|||SI
17406|||SI
17408|||SI
17419|||SI
17421|||SI
17422|SI|27.755741224675933|SI
17423|SI|19.516379838716517|
17429|SI|15.881819027601535|
17431|||SI
17435|||SI
17436|||SI
17437|||SI
17438|||SI
17441|||SI
17443|||SI
17446|||SI
17451|||SI
17453|||SI
17454|||SI
17456|||SI
17457|||SI
17461|||SI
17477|SI|5.550874314061211|
17478|||SI
17487|||SI
17496|||SI
17497|SI|27.631936296231146|
17501|||SI
17502|||SI
17505|||SI
17521|SI|9.550563922494238|
17529|SI|36.12197888700767|
17536|||SI
17537|||SI
17542|SI|6.5988712690302|SI
17545|||SI
17548|||SI
17550|||SI
17554|||SI
17555|SI|13.560485299591381|
17568|||SI
17570|||SI
17576|||SI
17578|||SI
17582|||SI
17612|||SI
17613|||SI
17620|||SI
17627|||SI
17629|||SI
17633|||SI
17635|||SI
17642|SI|18.74342074350477|
17643|||SI
17649|SI|28.080757879663512|
17651|||SI
17658|||SI
17659|||SI
17665|||SI
17672|||SI
17673|SI|32.04782101054441|
17677|||SI
17679|||SI
17680|||SI
17681|SI|27.244387553546193|
17684|||SI
17696|||SI
17717|SI|22.08163802353561|
17733|||SI
17734|SI|29.920283897063328|SI
17738|||SI
17739|||SI
17748|||SI
17751|||SI
17762|SI|12.48597651771438|
17766|SI|12.25109564827646|SI
17767|||SI
17776|||SI
17778|||SI
17779|||SI
17781|||SI
17783|||SI
17786|||SI
17789|||SI
17792|||SI
17808|SI|25.400218722204038|
17812|||SI
17816|||SI
17818|||SI
17822|||SI
17824|||SI
17832|||SI
17834|||SI
17837|||SI
17839|SI|13.62890400130176|
17842|||SI
17843|||SI
17852|||SI
17861|||SI
17862|||SI
17865|||SI
17868|||SI
17870|||SI
17872|SI|37.48756310580639|
17875|||SI
17879|||SI
17889|SI|10.05513057143125|
17893|||SI
17897|||SI
17900|||SI
17902|SI|21.389222977949668|
17903|||SI
17906|SI|9.614649508713091|SI
17911|||SI
17913|||SI
17919|SI|29.77239093601541|
17920|||SI
17922|SI|12.391261661739163|
17923|SI|34.778128049844845|
17926|||SI
17936|||SI
17937|||SI
17938|||SI
17944|SI|36.16607869185486|
17951|||SI
17956|||SI
17966|SI|9.039616923272018|
17967|SI|31.97882229982036|
17968|SI|24.80509881916913|
17971|||SI
17977|SI|6.254897190711626|
17978|SI|15.63923875175796|
17983|||SI
17985|||SI
17989|||SI
17996|SI|20.181669344169684|
18000|SI|12.502001138507225|SI
18011|SI|24.735414631733512|
18012|||SI
18014|||SI
18019|||SI
18025|||SI
18026|||SI
18027|||SI
18030|||SI
18031|||SI
18033|SI|11.613395574026404|
18042|||SI
18044|||SI
18046|||SI
18051|||SI
18055|||SI
18056|||SI
18057|SI|34.19363841691208|
18058|||SI
18060|||SI
18063|SI|35.88759700333513|
18064|||SI
18065|||SI
18066|||SI
18069|||SI
18073|||SI
18076|SI|36.64967345326127|
18078|||SI
18081|||SI
18085|||SI
18087|||SI
18088|||SI
18097|SI|5.437262702481768|
18100|||SI
18102|SI|36.812778242122896|
18104|||SI
18108|SI|13.329003345517357|
18110|||SI
18116|SI|22.87400066776857|
18122|||SI
18123|||SI
18126|SI|13.732304658188616|
18129|||SI
18131|SI|12.531043380019614|
18134|||SI
18140|||SI
18144|||SI
18145|SI|20.17403514362801|
18149|||SI
18156|SI|21.627980461256318|
18170|||SI
18176|||SI
18178|||SI
18181|SI|6.114130865438124|
18187|||SI
18189|||SI
18194|||SI
18195|||SI
18199|||SI
18205|||SI
18209|||SI
18216|||SI
18220|||SI
18221|||SI
18224|||SI
18225|SI|34.07686657299795|SI
18228|SI|34.134747448036855|
18230|||SI
18234|SI|12.7652747139906|
18236|SI|22.92794565833045|
18238|||SI
18242|SI|7.6227646333880195|
18244|||SI
18250|||SI
18256|SI|23.714697415487752|
18261|SI|10.519452719510877|SI
18262|||SI
18263|||SI
18268|||SI
18270|SI|13.551550670762715|
18277|||SI
18279|||SI
18283|||SI
18284|||SI
18294|||SI
18301|SI|39.125812406295964|
18305|||SI
18313|||SI
18317|||SI
18322|||SI
18326|||SI
18329|SI|31.590734105988393|SI
18334|||SI
18342|||SI
18355|||SI
18357|SI|34.329993857231244|
18358|||SI
18366|||SI
18367|||SI
18371|||SI
18376|||SI
18379|SI|29.109811996527966|SI
18380|||SI
18384|||SI
18385|||SI
18386|||SI
18404|||SI
18409|||SI
18414|||SI
18415|||SI
18416|||SI
18426|||SI
18427|||SI
18428|||SI
18433|||SI
18435|||SI
18438|||SI
18439|||SI
18442|||SI
18443|||SI
18444|||SI
18445|||SI
18448|||SI
18450|||SI
18453|||SI
18462|SI|10.245199844867145|
18463|SI|15.734117936630941|
18465|SI|35.79773029546243|
18467|SI|10.962998032534905|
18476|||SI
18483|||SI
18486|SI|7.728282798729088|SI
18501|||SI
18504|||SI
18505|||SI
18506|||SI
18512|||SI
18515|||SI
18517|SI|15.901881838112724|
18519|SI|10.443078525817901|
18521|SI|28.92408130674236|SI
18522|||SI
18526|||SI
18531|SI|7.165454150092253|
18535|SI|28.068606321094602|
18536|||SI
18539|||SI
18550|SI|33.21429996087224|SI
18555|||SI
18558|||SI
18561|||SI
18563|||SI
18566|||SI
18569|||SI
18573|||SI
18598|||SI
18603|||SI
18609|||SI
18610|||SI
18611|||SI
18616|||SI
18620|||SI
18624|||SI
18625|||SI
18631|SI|16.339993821217732|
18639|||SI
18642|||SI
18646|||SI
18647|SI|8.998617424550426|SI
18654|||SI
18655|||SI
18657|||SI
18658|||SI
18662|||SI
18672|||SI
18677|||SI
18680|||SI
18682|||SI
18683|||SI
18691|SI|15.4687461183095|SI
18703|||SI
18705|SI|23.383186770893932|
18707|||SI
18711|||SI
18715|||SI
18718|||SI
18721|||SI
18723|||SI
18730|||SI
18733|||SI
18737|SI|23.719131715051432|
18742|||SI
18749|||SI
18750|||SI
18754|||SI
18759|||SI
18761|SI|35.75580238040332|
18762|SI|19.681582857225862|
18763|||SI
18767|||SI
18776|||SI
18777|||SI
18780|||SI
18781|||SI
18784|||SI
18791|SI|21.6817693263788|SI
18792|||SI
18795|SI|38.65804343292996|
18796|||SI
18799|||SI
18801|||SI
18807|SI|18.92904546475149|
18809|||SI
18817|SI|33.20222957355989|
18824|||SI
18840|||SI
18841|||SI
18845|||SI
18846|SI|31.30953182350813|
18847|SI|13.194034064378286|
18848|||SI
18857|||SI
18858|SI|23.146941543932282|
18860|||SI
18869|SI|36.9170822274706|
18871|||SI
18877|||SI
18880|SI|33.27503544704971|
18884|SI|11.279968802272869|
18885|||SI
18886|||SI
18887|||SI
18893|SI|6.503734645204385|
18894|||SI
18898|||SI
18899|||SI
18900|||SI
18903|||SI
18907|||SI
18912|||SI
18920|||SI
18926|||SI
18927|SI|19.997274117969198|
18932|||SI
18938|||SI
18941|||SI
18942|SI|28.209665666764216|
18947|SI|19.313781795648648|
18952|SI|28.60379529531149|
18953|||SI
18960|||SI
18961|||SI
18962|SI|20.010373605848788|
18963|||SI
18972|||SI
18975|SI|10.593772063388947|
18977|||SI
18987|||SI
18997|||SI
19000|||SI
19002|||SI
19003|SI|32.76495853699514|
19006|||SI
19012|||SI
19018|||SI
19019|||SI
19020|||SI
19021|||SI
19023|||SI
19025|||SI
19029|||SI
19035|SI|38.82247528310793|
19037|||SI
19038|||SI
19039|||SI
19042|SI|9.809206745136867|
19044|||SI
19048|||SI
19051|||SI
19057|||SI
19064|||SI
19088|||SI
19095|||SI
19099|||SI
19103|SI|38.848590651476606|SI
19104|||SI
19105|||SI
19118|SI|37.92363437323739|SI
19121|||SI
19128|SI|12.28348443396476|
19132|||SI
19133|||SI
19137|||SI
19138|||SI
19148|||SI
19151|||SI
19153|||SI
19155|||SI
19157|||SI
19167|||SI
19168|||SI
19170|||SI
19181|SI|26.07160618821803|
19182|||SI
19184|||SI
19186|||SI
19187|||SI
19199|||SI
19201|||SI
19219|SI|12.455748327328891|
19224|||SI
19226|||SI
19227|||SI
19228|||SI
19229|||SI
19235|||SI
19236|||SI
19240|||SI
19244|||SI
19254|||SI
19255|||SI
19257|||SI
19261|||SI
19265|||SI
19269|SI|38.93975109437597|
19270|SI|30.1800657663824|
19271|||SI
19272|||SI
19281|SI|35.85209427605728|
19285|SI|8.559671293775859|SI
19288|SI|35.40245889614254|SI
19289|SI|21.52526882579162|
19293|||SI
19296|||SI
19297|SI|21.82563904052916|
19299|SI|9.350705755306986|
19301|||SI
19302|SI|10.97427685168369|SI
19304|||SI
19305|||SI
19307|SI|11.364964010087554|SI
19308|||SI
19312|||SI
19315|||SI
19318|||SI
19319|||SI
19320|||SI
19326|||SI
19333|||SI
19334|||SI
19343|||SI
19347|SI|31.19435813261634|
19348|||SI
19353|||SI
19356|||SI
19360|||SI
19361|||SI
19370|||SI
19374|||SI
19375|||SI
19377|||SI
19382|||SI
19384|||SI
19385|SI|31.18939000702076|SI
19397|SI|14.191624513379388|
19398|||SI
19408|||SI
19433|||SI
19437|||SI
19438|SI|17.886755575423262|
19444|SI|28.684621339169784|SI
19445|||SI
19447|||SI
19448|||SI
19449|SI|37.93645340596101|
19454|||SI
19455|||SI
19460|||SI
19461|||SI
19463|||SI
19467|SI|21.85379025472919|
19472|||SI
19474|||SI
19485|||SI
19493|||SI
19502|||SI
19503|||SI
19505|||SI
19507|SI|12.58784570609576|
19509|||SI
19519|||SI
19523|||SI
19526|||SI
19527|SI|20.08406270214128|
19532|||SI
19536|||SI
19538|||SI
19540|||SI
19560|||SI
19561|||SI
19566|||SI
19570|||SI
19571|||SI
19579|||SI
19584|||SI
19596|||SI
19599|||SI
19607|||SI
19615|||SI
19624|||SI
19626|||SI
19628|||SI
19629|||SI
19630|||SI
19632|SI|32.5997892767828|
19633|SI|21.58444963672656|
19634|||SI
19636|||SI
19637|SI|30.194630701393795|
19639|||SI
19642|||SI
19643|||SI
19644|||SI
19653|||SI
19654|||SI
19655|||SI
19672|||SI
19674|||SI
19678|||SI
19682|||SI
19685|SI|8.383206391324654|SI
19691|||SI
19693|||SI
19697|||SI
19704|||SI
19705|||SI
19708|||SI
19709|||SI
19719|||SI
19729|SI|39.44409880006051|
19730|||SI
19731|||SI
19734|||SI
19741|||SI
19742|||SI
19749|SI|37.10490279904669|
19756|||SI
19760|||SI
19763|||SI
19766|SI|24.129429110839162|SI
19771|SI|25.250773205748377|
19772|SI|11.409410431722089|
19776|SI|31.54148944898759|SI
19780|SI|37.60422364624947|
19781|SI|15.923773452538107|SI
19782|||SI
19787|||SI
19789|||SI
19791|||SI
19792|SI|5.467330746178996|
19794|||SI
19803|||SI
19806|||SI
19811|||SI
19817|SI|15.122559804995847|
19821|||SI
19822|||SI
19823|SI|17.79951204139447|
19827|||SI
19831|||SI
19847|SI|19.221346510048285|
19850|||SI
19855|||SI
19856|||SI
19861|||SI
19871|SI|12.129988511819954|
19872|||SI
19874|||SI
19875|||SI
19882|||SI
19891|||SI
19893|||SI
19895|SI|7.477139130730783|SI
19897|||SI
19899|||SI
19910|||SI
19914|||SI
19915|SI|32.83364016187648|
19919|||SI
19921|||SI
19922|SI|18.936631658381653|
19928|SI|5.1087836637105335|
19934|||SI
19945|SI|22.804705415832096|
19950|||SI
19951|||SI
19954|||SI
19957|||SI
19960|||SI
19961|SI|22.553255872538408|
19964|||SI
19967|||SI
19969|SI|13.313734026678414|
19976|||SI
19982|SI|21.320916075579238|
19988|||SI
19989|||SI
19990|SI|22.90069540248161|
19991|||SI
19992|||SI
20005|SI|36.444299446839|
20006|SI|19.28767585635352|
20007|SI|24.77170683405224|
20013|||SI
20014|||SI
20034|||SI
20035|SI|22.47813799379376|
20042|||SI
20044|||SI
20045|||SI
20049|||SI
20050|||SI
20056|SI|37.39655999271475|
20061|||SI
20067|||SI
20072|||SI
20075|SI|9.455356477080807|
20077|SI|39.61208673132187|SI
20081|||SI
20082|||SI
20092|||SI
20094|SI|34.01339149119461|
20100|||SI
20101|||SI
20102|||SI
20106|SI|27.545925300049714|SI
20111|||SI
20116|||SI
20119|||SI
20124|SI|39.28253951098178|
20128|||SI
20130|||SI
20133|||SI
20134|SI|17.661745827545268|
20135|||SI
20136|SI|22.448061881302863|
20154|||SI
20157|SI|38.7072308627671|
20162|||SI
20165|||SI
20168|||SI
20173|||SI
20179|||SI
20181|||SI
20187|||SI
20190|||SI
20193|||SI
20194|SI|26.863196776943283|SI
20200|||SI
20203|||SI
20204|||SI
20206|||SI
20208|||SI
20211|SI|9.050721539989075|
20215|||SI
20221|SI|38.90864981553501|
20224|||SI
20229|||SI
20231|SI|16.929613289092355|SI
20239|||SI
20243|||SI
20249|||SI
20256|||SI
20257|||SI
20259|||SI
20261|SI|39.23563524501011|
20263|||SI
20264|||SI
20266|||SI
20274|SI|18.636935072310635|
20275|||SI
20277|||SI
20285|SI|27.87149377654716|
20286|||SI
20307|SI|25.98287915248169|SI
20314|||SI
20317|SI|9.811513313027117|SI
20318|||SI
20327|||SI
20338|||SI
20342|||SI
20349|SI|37.526597641595934|
20355|||SI
20356|||SI
20359|SI|28.369081814104433|
20367|||SI
20368|SI|24.96289876270462|
20374|||SI
20375|SI|15.443252911209301|
20376|||SI
20380|||SI
20381|||SI
20383|SI|23.650309437965035|SI
20389|SI|35.12483942344818|
20390|||SI
20405|SI|14.656226580360961|
20407|||SI
20409|SI|21.052370856276337|
20411|||SI
20412|||SI
20415|SI|26.984573015436663|
20417|||SI
20430|SI|11.298767671459682|SI
20436|||SI
20437|||SI
20439|SI|23.67639725378909|
20449|SI|14.802759844796652|
20459|||SI
20462|||SI
20464|||SI
20465|SI|15.835244023222964|
20466|||SI
20478|||SI
20480|||SI
20481|SI|25.265316237606417|
20485|SI|39.1475637414566|SI
20486|SI|38.47868155409041|
20494|||SI
20503|||SI
20504|||SI
20510|||SI
20514|||SI
20515|||SI
20516|||SI
20520|SI|23.328695218181487|
20522|||SI
20526|||SI
20531|||SI
20532|||SI
20535|||SI
20537|||SI
20540|||SI
20542|SI|14.133383354283009|SI
20544|SI|15.405520411000245|
20550|SI|9.981145985011723|
20551|||SI
20561|||SI
20562|||SI
20566|SI|11.409284467748892|
20567|||SI
20568|||SI
20577|||SI
20594|||SI
20595|||SI
20609|||SI
20610|||SI
20616|SI|6.565045668912863|SI
20621|||SI
20624|SI|17.52063515744715|
20628|||SI
20632|||SI
20635|||SI
20638|||SI
20641|||SI
20644|SI|29.23046540839933|
20647|SI|16.642198244172196|
20648|||SI
20653|SI|30.635835329811023|
20658|||SI
20662|||SI
20665|||SI
20666|||SI
20676|||SI
20677|||SI
20688|||SI
20691|SI|29.90964538987802|SI
20699|SI|38.005611318507135|SI
20704|||SI
20713|||SI
20717|||SI
20718|||SI
20719|SI|16.991056000827456|
20721|||SI
20723|SI|18.942873194801162|
20735|||SI
20738|||SI
20741|||SI
20748|SI|24.880956659729424|
20750|SI|20.55361213677168|
20751|||SI
20755|SI|29.89348082084939|SI
20758|||SI
20759|SI|14.419729081558769|
20760|||SI
20764|||SI
20766|SI|17.829747110348748|
20768|SI|15.51980151492518|
20771|||SI
20774|||SI
20778|||SI
20780|||SI
20782|||SI
20786|SI|5.809600927462988|
20790|||SI
20792|||SI
20793|||SI
20799|||SI
20800|||SI
20803|||SI
20809|||SI
20821|SI|20.35108423434048|SI
20827|||SI
20828|||SI
20833|SI|32.777347732600106|
20846|||SI
20848|||SI
20852|||SI
20858|SI|31.53538176886359|
20863|||SI
20868|||SI
20885|||SI
20889|||SI
20890|||SI
20891|||SI
20892|||SI
20895|||SI
20898|||SI
20900|SI|17.334227584979388|SI
20904|||SI
20908|||SI
20909|SI|15.318202497793706|
20914|||SI
20915|||SI
20916|||SI
20925|SI|23.212070251728054|SI
20937|||SI
20938|SI|35.35777633727829|
20939|SI|23.55096297475863|
20942|||SI
20945|||SI
20948|||SI
20950|||SI
20954|SI|11.158788489482255|SI
20960|||SI
20965|||SI
20968|SI|30.0892709400216|
20973|||SI
20977|||SI
20979|||SI
20980|||SI
20986|||SI
20993|SI|21.2215535355612|
20996|||SI
20999|SI|24.313794528382182|
21004|||SI
21014|||SI
21024|||SI
21025|||SI
21030|||SI
21031|||SI
21044|SI|21.72024740799056|
21047|||SI
21048|||SI
21049|SI|25.402773011471904|
21050|||SI
21052|||SI
21053|||SI
21057|SI|20.215092533719183|
21067|||SI
21069|||SI
21076|||SI
21085|||SI
21088|||SI
21094|||SI
21096|||SI
21097|||SI
21099|||SI
21106|SI|10.923587482093463|SI
21113|||SI
21115|SI|16.046916861516973|
21120|||SI
21122|||SI
21126|||SI
21131|||SI
21135|||SI
21138|SI|27.15655770151401|
21143|||SI
21145|SI|22.024705987825442|
21149|||SI
21155|SI|25.481913178952883|
21172|||SI
21178|SI|31.53529143603896|SI
21179|||SI
21184|||SI
21193|SI|13.526321408781126|SI
21197|||SI
21208|||SI
21210|||SI
21212|||SI
21213|||SI
21217|SI|11.32203831891298|
21227|SI|11.111317810205474|
21229|||SI
21238|||SI
21242|||SI
21243|||SI
21265|||SI
21274|||SI
21279|SI|9.581988142920544|
21281|||SI
21286|||SI
21288|SI|12.937234175656698|
21294|||SI
21296|||SI
21298|SI|27.72425494754793|
21302|SI|14.49352919280142|
21304|||SI
21305|SI|29.883667033024672|
21309|||SI
21314|||SI
21322|||SI
21325|||SI
21326|||SI
21327|SI|25.455840364139572|
21328|||SI
21332|||SI
21334|||SI
21342|||SI
21348|||SI
21349|||SI
21359|||SI
21361|||SI
21362|||SI
21365|||SI
21374|||SI
21383|||SI
21390|||SI
21391|||SI
21393|||SI
21406|||SI
21407|||SI
21409|||SI
21413|SI|6.058794759651022|
21429|||SI
21433|||SI
21435|||SI
21444|SI|22.942281821678616|
21450|SI|7.698351634608938|
21454|||SI
21456|||SI
21462|||SI
21465|||SI
21470|||SI
21473|||SI
21474|SI|37.136521426404435|
21478|||SI
21488|||SI
21490|||SI
21497|SI|8.730558059794618|
21500|SI|18.31790562996018|
21507|SI|25.701963268589306|
21508|||SI
21509|||SI
21526|||SI
21530|||SI
21531|||SI
21536|||SI
21538|||SI
21545|||SI
21548|SI|22.311570151761632|SI
21563|||SI
21565|||SI
21571|SI|20.287016269014558|
21573|SI|12.076915659170046|
21575|SI|35.48153467607708|
21577|||SI
21583|||SI
21584|SI|35.385775604132|
21588|||SI
21594|||SI
21606|||SI
21611|SI|6.2633731366140335|
21612|||SI
21615|SI|29.85851520758843|
21618|||SI
21622|SI|8.269613548322686|SI
21629|||SI
21631|SI|29.73677828895532|SI
21634|||SI
21637|SI|7.272911949598361|
21641|||SI
21643|||SI
21645|SI|21.55606697936632|SI
21648|||SI
21652|||SI
21655|||SI
21661|||SI
21663|||SI
21665|||SI
21667|||SI
21668|||SI
21669|SI|21.292613604972704|
21681|||SI
21682|||SI
21687|||SI
21688|SI|7.642489913742442|
21689|SI|35.07844689533409|SI
21690|SI|31.9174102102981|
21693|||SI
21694|||SI
21696|SI|31.63531935305919|SI
21703|||SI
21714|||SI
21716|||SI
21718|||SI
21719|||SI
21724|||SI
21726|||SI
21737|||SI
21739|||SI
21740|||SI
21744|SI|14.616853374642586|
21746|||SI
21747|||SI
21748|||SI
21751|||SI
21752|SI|25.924877294603352|
21754|||SI
21756|||SI
21766|||SI
21769|||SI
21777|SI|36.00782641571689|
21779|||SI
21789|||SI
21795|||SI
21801|SI|32.409459094866165|
21806|||SI
21808|||SI
21810|||SI
21814|||SI
21817|||SI
21827|||SI
21829|||SI
21836|||SI
21837|||SI
21842|||SI
21850|||SI
21863|||SI
21867|||SI
21870|||SI
21872|||SI
21874|||SI
21880|||SI
21888|||SI
21890|||SI
21892|||SI
21899|||SI
21900|||SI
21904|||SI
21911|||SI
21914|SI|8.75527843250455|
21918|||SI
21919|||SI
21920|||SI
21921|||SI
21923|||SI
21931|||SI
21933|||SI
21942|SI|25.38188011591205|
21945|||SI
21951|||SI
21955|SI|39.855372659722335|
21957|SI|19.28230017314453|
21965|||SI
21968|||SI
21974|||SI
21982|||SI
21983|||SI
21987|||SI
21990|SI|28.873375944970807|
21993|||SI
21994|SI|13.662284805547008|
22004|||SI
22007|||SI
22016|SI|37.28837391203283|
22020|||SI
22021|||SI
22024|||SI
22029|||SI
22030|||SI
22031|||SI
22034|SI|29.964187213823138|
22038|||SI
22039|||SI
22040|||SI
22048|||SI
22049|||SI
22052|SI|33.31506953131246|
22054|SI|13.97397536734101|
22057|||SI
22060|||SI
22062|||SI
22063|||SI
22065|||SI
22067|||SI
22068|||SI
22070|||SI
22073|||SI
22081|||SI
22085|||SI
22090|||SI
22094|SI|12.328294292759454|
22096|||SI
22101|||SI
22107|||SI
22110|||SI
22113|||SI
22116|||SI
22117|||SI
22119|||SI
22120|||SI
22124|||SI
22129|SI|10.863203584734919|
22137|||SI
22140|||SI
22148|||SI
22149|||SI
22151|SI|22.610622995008626|
22154|||SI
22155|||SI
22158|||SI
22160|||SI
22164|SI|34.33664250534221|
22169|||SI
22182|SI|31.14560933433421|
22186|||SI
22187|||SI
